year,month,day,hour,minute,count,date
2022,3,7,17,51,23,2022-03-07 17:51:00
2022,3,7,17,52,23,2022-03-07 17:52:00
2022,3,7,17,53,23,2022-03-07 17:53:00
2022,3,7,17,54,23,2022-03-07 17:54:00
2022,3,7,17,55,23,2022-03-07 17:55:00
2022,3,7,17,56,23,2022-03-07 17:56:00
2022,3,7,17,57,23,2022-03-07 17:57:00
2022,3,7,17,58,23,2022-03-07 17:58:00
2022,3,7,17,59,23,2022-03-07 17:59:00
2022,3,7,18,0,21,2022-03-07 18:00:00
2022,3,7,18,1,22,2022-03-07 18:01:00
2022,3,7,18,2,22,2022-03-07 18:02:00
2022,3,7,18,3,23,2022-03-07 18:03:00
2022,3,7,18,4,23,2022-03-07 18:04:00
2022,3,7,18,5,23,2022-03-07 18:05:00
2022,3,7,18,6,23,2022-03-07 18:06:00
2022,3,7,18,7,23,2022-03-07 18:07:00
2022,3,7,18,8,23,2022-03-07 18:08:00
2022,3,7,18,9,23,2022-03-07 18:09:00
2022,3,7,18,10,23,2022-03-07 18:10:00
2022,3,7,18,11,23,2022-03-07 18:11:00
2022,3,7,18,12,23,2022-03-07 18:12:00
2022,3,7,18,13,23,2022-03-07 18:13:00
2022,3,7,18,14,23,2022-03-07 18:14:00
2022,3,7,18,15,23,2022-03-07 18:15:00
2022,3,7,18,16,23,2022-03-07 18:16:00
2022,3,7,18,17,23,2022-03-07 18:17:00
2022,3,7,18,18,23,2022-03-07 18:18:00
2022,3,7,18,19,23,2022-03-07 18:19:00
2022,3,7,18,20,23,2022-03-07 18:20:00
2022,3,7,18,21,23,2022-03-07 18:21:00
2022,3,7,18,22,23,2022-03-07 18:22:00
2022,3,7,18,23,23,2022-03-07 18:23:00
2022,3,7,18,24,24,2022-03-07 18:24:00
2022,3,7,18,25,24,2022-03-07 18:25:00
2022,3,7,18,26,24,2022-03-07 18:26:00
2022,3,7,18,27,24,2022-03-07 18:27:00
2022,3,7,18,28,24,2022-03-07 18:28:00
2022,3,7,18,29,24,2022-03-07 18:29:00
2022,3,7,18,30,23,2022-03-07 18:30:00
2022,3,7,18,31,23,2022-03-07 18:31:00
2022,3,7,18,32,23,2022-03-07 18:32:00
2022,3,7,18,33,23,2022-03-07 18:33:00
2022,3,7,18,34,23,2022-03-07 18:34:00
2022,3,7,18,35,23,2022-03-07 18:35:00
2022,3,7,18,36,23,2022-03-07 18:36:00
2022,3,7,18,37,23,2022-03-07 18:37:00
2022,3,7,18,38,23,2022-03-07 18:38:00
2022,3,7,18,39,23,2022-03-07 18:39:00
2022,3,7,18,40,22,2022-03-07 18:40:00
2022,3,7,18,41,23,2022-03-07 18:41:00
2022,3,7,18,42,23,2022-03-07 18:42:00
2022,3,7,18,43,23,2022-03-07 18:43:00
2022,3,7,18,44,23,2022-03-07 18:44:00
2022,3,7,18,45,23,2022-03-07 18:45:00
2022,3,7,18,46,23,2022-03-07 18:46:00
2022,3,7,18,47,23,2022-03-07 18:47:00
2022,3,7,18,48,23,2022-03-07 18:48:00
2022,3,7,18,49,23,2022-03-07 18:49:00
2022,3,7,18,50,22,2022-03-07 18:50:00
2022,3,7,18,51,22,2022-03-07 18:51:00
2022,3,7,18,52,22,2022-03-07 18:52:00
2022,3,7,18,53,22,2022-03-07 18:53:00
2022,3,7,18,54,22,2022-03-07 18:54:00
2022,3,7,18,55,22,2022-03-07 18:55:00
2022,3,7,18,56,22,2022-03-07 18:56:00
2022,3,7,18,57,22,2022-03-07 18:57:00
2022,3,7,18,58,22,2022-03-07 18:58:00
2022,3,7,18,59,23,2022-03-07 18:59:00
2022,3,7,19,0,23,2022-03-07 19:00:00
2022,3,7,19,1,23,2022-03-07 19:01:00
2022,3,7,19,2,23,2022-03-07 19:02:00
2022,3,7,19,3,23,2022-03-07 19:03:00
2022,3,7,19,4,23,2022-03-07 19:04:00
2022,3,7,19,5,23,2022-03-07 19:05:00
2022,3,7,19,6,23,2022-03-07 19:06:00
2022,3,7,19,7,23,2022-03-07 19:07:00
2022,3,7,19,8,23,2022-03-07 19:08:00
2022,3,7,19,9,23,2022-03-07 19:09:00
2022,3,7,19,10,21,2022-03-07 19:10:00
2022,3,7,19,11,21,2022-03-07 19:11:00
2022,3,7,19,12,21,2022-03-07 19:12:00
2022,3,7,19,13,21,2022-03-07 19:13:00
2022,3,7,19,14,21,2022-03-07 19:14:00
2022,3,7,19,15,21,2022-03-07 19:15:00
2022,3,7,19,16,21,2022-03-07 19:16:00
2022,3,7,19,17,21,2022-03-07 19:17:00
2022,3,7,19,18,21,2022-03-07 19:18:00
2022,3,7,19,19,21,2022-03-07 19:19:00
2022,3,7,19,20,21,2022-03-07 19:20:00
2022,3,7,19,21,21,2022-03-07 19:21:00
2022,3,7,19,22,21,2022-03-07 19:22:00
2022,3,7,19,23,21,2022-03-07 19:23:00
2022,3,7,19,24,21,2022-03-07 19:24:00
2022,3,7,19,25,21,2022-03-07 19:25:00
2022,3,7,19,26,21,2022-03-07 19:26:00
2022,3,7,19,27,21,2022-03-07 19:27:00
2022,3,7,19,28,21,2022-03-07 19:28:00
2022,3,7,19,29,21,2022-03-07 19:29:00
2022,3,7,19,30,21,2022-03-07 19:30:00
2022,3,7,19,31,21,2022-03-07 19:31:00
2022,3,7,19,32,21,2022-03-07 19:32:00
2022,3,7,19,33,22,2022-03-07 19:33:00
2022,3,7,19,34,22,2022-03-07 19:34:00
2022,3,7,19,35,22,2022-03-07 19:35:00
2022,3,7,19,36,22,2022-03-07 19:36:00
2022,3,7,19,37,22,2022-03-07 19:37:00
2022,3,7,19,38,22,2022-03-07 19:38:00
2022,3,7,19,39,22,2022-03-07 19:39:00
2022,3,7,19,40,21,2022-03-07 19:40:00
2022,3,7,19,41,21,2022-03-07 19:41:00
2022,3,7,19,42,21,2022-03-07 19:42:00
2022,3,7,19,43,21,2022-03-07 19:43:00
2022,3,7,19,44,21,2022-03-07 19:44:00
2022,3,7,19,45,21,2022-03-07 19:45:00
2022,3,7,19,46,21,2022-03-07 19:46:00
2022,3,7,19,47,21,2022-03-07 19:47:00
2022,3,7,19,48,21,2022-03-07 19:48:00
2022,3,7,19,49,21,2022-03-07 19:49:00
2022,3,7,19,50,21,2022-03-07 19:50:00
2022,3,7,19,51,21,2022-03-07 19:51:00
2022,3,7,19,52,21,2022-03-07 19:52:00
2022,3,7,19,53,21,2022-03-07 19:53:00
2022,3,7,19,54,21,2022-03-07 19:54:00
2022,3,7,19,55,21,2022-03-07 19:55:00
2022,3,7,19,56,21,2022-03-07 19:56:00
2022,3,7,19,57,21,2022-03-07 19:57:00
2022,3,7,19,58,21,2022-03-07 19:58:00
2022,3,7,19,59,21,2022-03-07 19:59:00
2022,3,7,20,0,21,2022-03-07 20:00:00
2022,3,7,20,1,21,2022-03-07 20:01:00
2022,3,7,20,2,21,2022-03-07 20:02:00
2022,3,7,20,3,21,2022-03-07 20:03:00
2022,3,7,20,4,21,2022-03-07 20:04:00
2022,3,7,20,5,21,2022-03-07 20:05:00
2022,3,7,20,6,21,2022-03-07 20:06:00
2022,3,7,20,7,22,2022-03-07 20:07:00
2022,3,7,20,8,22,2022-03-07 20:08:00
2022,3,7,20,9,22,2022-03-07 20:09:00
2022,3,7,20,10,22,2022-03-07 20:10:00
2022,3,7,20,11,22,2022-03-07 20:11:00
2022,3,7,20,12,22,2022-03-07 20:12:00
2022,3,7,20,13,22,2022-03-07 20:13:00
2022,3,7,20,14,22,2022-03-07 20:14:00
2022,3,7,20,15,22,2022-03-07 20:15:00
2022,3,7,20,16,22,2022-03-07 20:16:00
2022,3,7,20,17,22,2022-03-07 20:17:00
2022,3,7,20,18,22,2022-03-07 20:18:00
2022,3,7,20,19,22,2022-03-07 20:19:00
2022,3,7,20,20,21,2022-03-07 20:20:00
2022,3,7,20,21,21,2022-03-07 20:21:00
2022,3,7,20,22,21,2022-03-07 20:22:00
2022,3,7,20,23,21,2022-03-07 20:23:00
2022,3,7,20,24,21,2022-03-07 20:24:00
2022,3,7,20,25,21,2022-03-07 20:25:00
2022,3,7,20,26,21,2022-03-07 20:26:00
2022,3,7,20,27,21,2022-03-07 20:27:00
2022,3,7,20,28,21,2022-03-07 20:28:00
2022,3,7,20,29,21,2022-03-07 20:29:00
2022,3,7,20,30,20,2022-03-07 20:30:00
2022,3,7,20,31,20,2022-03-07 20:31:00
2022,3,7,20,32,20,2022-03-07 20:32:00
2022,3,7,20,33,20,2022-03-07 20:33:00
2022,3,7,20,34,20,2022-03-07 20:34:00
2022,3,7,20,35,20,2022-03-07 20:35:00
2022,3,7,20,36,20,2022-03-07 20:36:00
2022,3,7,20,37,20,2022-03-07 20:37:00
2022,3,7,20,38,20,2022-03-07 20:38:00
2022,3,7,20,39,20,2022-03-07 20:39:00
2022,3,7,20,40,20,2022-03-07 20:40:00
2022,3,7,20,41,21,2022-03-07 20:41:00
2022,3,7,20,42,21,2022-03-07 20:42:00
2022,3,7,20,43,21,2022-03-07 20:43:00
2022,3,7,20,44,21,2022-03-07 20:44:00
2022,3,7,20,45,21,2022-03-07 20:45:00
2022,3,7,20,46,21,2022-03-07 20:46:00
2022,3,7,20,47,21,2022-03-07 20:47:00
2022,3,7,20,48,21,2022-03-07 20:48:00
2022,3,7,20,49,21,2022-03-07 20:49:00
2022,3,7,20,50,20,2022-03-07 20:50:00
2022,3,7,20,51,20,2022-03-07 20:51:00
2022,3,7,20,52,20,2022-03-07 20:52:00
2022,3,7,20,53,20,2022-03-07 20:53:00
2022,3,7,20,54,20,2022-03-07 20:54:00
2022,3,7,20,55,20,2022-03-07 20:55:00
2022,3,7,20,56,20,2022-03-07 20:56:00
2022,3,7,20,57,20,2022-03-07 20:57:00
2022,3,7,20,58,20,2022-03-07 20:58:00
2022,3,7,20,59,20,2022-03-07 20:59:00
2022,3,7,21,0,20,2022-03-07 21:00:00
2022,3,7,21,1,20,2022-03-07 21:01:00
2022,3,7,21,2,20,2022-03-07 21:02:00
2022,3,7,21,3,20,2022-03-07 21:03:00
2022,3,7,21,4,20,2022-03-07 21:04:00
2022,3,7,21,5,20,2022-03-07 21:05:00
2022,3,7,21,6,20,2022-03-07 21:06:00
2022,3,7,21,7,20,2022-03-07 21:07:00
2022,3,7,21,8,20,2022-03-07 21:08:00
2022,3,7,21,9,20,2022-03-07 21:09:00
2022,3,7,21,10,19,2022-03-07 21:10:00
2022,3,7,21,11,19,2022-03-07 21:11:00
2022,3,7,21,12,19,2022-03-07 21:12:00
2022,3,7,21,13,19,2022-03-07 21:13:00
2022,3,7,21,14,19,2022-03-07 21:14:00
2022,3,7,21,15,19,2022-03-07 21:15:00
2022,3,7,21,16,20,2022-03-07 21:16:00
2022,3,7,21,17,20,2022-03-07 21:17:00
2022,3,7,21,18,20,2022-03-07 21:18:00
2022,3,7,21,19,20,2022-03-07 21:19:00
2022,3,7,21,20,20,2022-03-07 21:20:00
2022,3,7,21,21,20,2022-03-07 21:21:00
2022,3,7,21,22,20,2022-03-07 21:22:00
2022,3,7,21,23,20,2022-03-07 21:23:00
2022,3,7,21,24,20,2022-03-07 21:24:00
2022,3,7,21,25,20,2022-03-07 21:25:00
2022,3,7,21,26,20,2022-03-07 21:26:00
2022,3,7,21,27,20,2022-03-07 21:27:00
2022,3,7,21,28,20,2022-03-07 21:28:00
2022,3,7,21,29,20,2022-03-07 21:29:00
2022,3,7,21,30,19,2022-03-07 21:30:00
2022,3,7,21,31,19,2022-03-07 21:31:00
2022,3,7,21,32,19,2022-03-07 21:32:00
2022,3,7,21,33,19,2022-03-07 21:33:00
2022,3,7,21,34,19,2022-03-07 21:34:00
2022,3,7,21,35,19,2022-03-07 21:35:00
2022,3,7,21,36,19,2022-03-07 21:36:00
2022,3,7,21,37,19,2022-03-07 21:37:00
2022,3,7,21,38,19,2022-03-07 21:38:00
2022,3,7,21,39,19,2022-03-07 21:39:00
2022,3,7,21,40,18,2022-03-07 21:40:00
2022,3,7,21,41,18,2022-03-07 21:41:00
2022,3,7,21,42,18,2022-03-07 21:42:00
2022,3,7,21,43,18,2022-03-07 21:43:00
2022,3,7,21,44,18,2022-03-07 21:44:00
2022,3,7,21,45,18,2022-03-07 21:45:00
2022,3,7,21,46,18,2022-03-07 21:46:00
2022,3,7,21,47,18,2022-03-07 21:47:00
2022,3,7,21,48,18,2022-03-07 21:48:00
2022,3,7,21,49,18,2022-03-07 21:49:00
2022,3,7,21,50,19,2022-03-07 21:50:00
2022,3,7,21,51,19,2022-03-07 21:51:00
2022,3,7,21,52,19,2022-03-07 21:52:00
2022,3,7,21,53,19,2022-03-07 21:53:00
2022,3,7,21,54,19,2022-03-07 21:54:00
2022,3,7,21,55,19,2022-03-07 21:55:00
2022,3,7,21,56,19,2022-03-07 21:56:00
2022,3,7,21,57,19,2022-03-07 21:57:00
2022,3,7,21,58,19,2022-03-07 21:58:00
2022,3,7,21,59,19,2022-03-07 21:59:00
2022,3,7,22,0,17,2022-03-07 22:00:00
2022,3,7,22,1,17,2022-03-07 22:01:00
2022,3,7,22,2,17,2022-03-07 22:02:00
2022,3,7,22,3,17,2022-03-07 22:03:00
2022,3,7,22,4,17,2022-03-07 22:04:00
2022,3,7,22,5,17,2022-03-07 22:05:00
2022,3,7,22,6,17,2022-03-07 22:06:00
2022,3,7,22,7,17,2022-03-07 22:07:00
2022,3,7,22,8,17,2022-03-07 22:08:00
2022,3,7,22,9,17,2022-03-07 22:09:00
2022,3,7,22,10,17,2022-03-07 22:10:00
2022,3,7,22,11,17,2022-03-07 22:11:00
2022,3,7,22,12,17,2022-03-07 22:12:00
2022,3,7,22,13,17,2022-03-07 22:13:00
2022,3,7,22,14,17,2022-03-07 22:14:00
2022,3,7,22,15,17,2022-03-07 22:15:00
2022,3,7,22,16,17,2022-03-07 22:16:00
2022,3,7,22,17,17,2022-03-07 22:17:00
2022,3,7,22,18,17,2022-03-07 22:18:00
2022,3,7,22,19,17,2022-03-07 22:19:00
2022,3,7,22,20,17,2022-03-07 22:20:00
2022,3,7,22,21,17,2022-03-07 22:21:00
2022,3,7,22,22,17,2022-03-07 22:22:00
2022,3,7,22,23,17,2022-03-07 22:23:00
2022,3,7,22,24,18,2022-03-07 22:24:00
2022,3,7,22,25,18,2022-03-07 22:25:00
2022,3,7,22,26,18,2022-03-07 22:26:00
2022,3,7,22,27,18,2022-03-07 22:27:00
2022,3,7,22,28,18,2022-03-07 22:28:00
2022,3,7,22,29,18,2022-03-07 22:29:00
2022,3,7,22,30,17,2022-03-07 22:30:00
2022,3,7,22,31,17,2022-03-07 22:31:00
2022,3,7,22,32,17,2022-03-07 22:32:00
2022,3,7,22,33,17,2022-03-07 22:33:00
2022,3,7,22,34,17,2022-03-07 22:34:00
2022,3,7,22,35,17,2022-03-07 22:35:00
2022,3,7,22,36,17,2022-03-07 22:36:00
2022,3,7,22,37,17,2022-03-07 22:37:00
2022,3,7,22,38,17,2022-03-07 22:38:00
2022,3,7,22,39,17,2022-03-07 22:39:00
2022,3,7,22,40,17,2022-03-07 22:40:00
2022,3,7,22,41,17,2022-03-07 22:41:00
2022,3,7,22,42,17,2022-03-07 22:42:00
2022,3,7,22,43,17,2022-03-07 22:43:00
2022,3,7,22,44,17,2022-03-07 22:44:00
2022,3,7,22,45,17,2022-03-07 22:45:00
2022,3,7,22,46,17,2022-03-07 22:46:00
2022,3,7,22,47,17,2022-03-07 22:47:00
2022,3,7,22,48,17,2022-03-07 22:48:00
2022,3,7,22,49,17,2022-03-07 22:49:00
2022,3,7,22,50,17,2022-03-07 22:50:00
2022,3,7,22,51,17,2022-03-07 22:51:00
2022,3,7,22,52,17,2022-03-07 22:52:00
2022,3,7,22,53,17,2022-03-07 22:53:00
2022,3,7,22,54,17,2022-03-07 22:54:00
2022,3,7,22,55,17,2022-03-07 22:55:00
2022,3,7,22,56,17,2022-03-07 22:56:00
2022,3,7,22,57,17,2022-03-07 22:57:00
2022,3,7,22,58,18,2022-03-07 22:58:00
2022,3,7,22,59,18,2022-03-07 22:59:00
2022,3,7,23,0,18,2022-03-07 23:00:00
2022,3,7,23,1,18,2022-03-07 23:01:00
2022,3,7,23,2,18,2022-03-07 23:02:00
2022,3,7,23,3,18,2022-03-07 23:03:00
2022,3,7,23,4,18,2022-03-07 23:04:00
2022,3,7,23,5,18,2022-03-07 23:05:00
2022,3,7,23,6,18,2022-03-07 23:06:00
2022,3,7,23,7,18,2022-03-07 23:07:00
2022,3,7,23,8,18,2022-03-07 23:08:00
2022,3,7,23,9,18,2022-03-07 23:09:00
2022,3,7,23,10,17,2022-03-07 23:10:00
2022,3,7,23,11,17,2022-03-07 23:11:00
2022,3,7,23,12,17,2022-03-07 23:12:00
2022,3,7,23,13,17,2022-03-07 23:13:00
2022,3,7,23,14,17,2022-03-07 23:14:00
2022,3,7,23,15,17,2022-03-07 23:15:00
2022,3,7,23,16,17,2022-03-07 23:16:00
2022,3,7,23,17,17,2022-03-07 23:17:00
2022,3,7,23,18,17,2022-03-07 23:18:00
2022,3,7,23,19,17,2022-03-07 23:19:00
2022,3,7,23,20,17,2022-03-07 23:20:00
2022,3,7,23,21,17,2022-03-07 23:21:00
2022,3,7,23,22,17,2022-03-07 23:22:00
2022,3,7,23,23,17,2022-03-07 23:23:00
2022,3,7,23,24,17,2022-03-07 23:24:00
2022,3,7,23,25,17,2022-03-07 23:25:00
2022,3,7,23,26,17,2022-03-07 23:26:00
2022,3,7,23,27,17,2022-03-07 23:27:00
2022,3,7,23,28,17,2022-03-07 23:28:00
2022,3,7,23,29,17,2022-03-07 23:29:00
2022,3,7,23,30,17,2022-03-07 23:30:00
2022,3,7,23,31,17,2022-03-07 23:31:00
2022,3,7,23,32,18,2022-03-07 23:32:00
2022,3,7,23,33,18,2022-03-07 23:33:00
2022,3,7,23,34,18,2022-03-07 23:34:00
2022,3,7,23,35,18,2022-03-07 23:35:00
2022,3,7,23,36,18,2022-03-07 23:36:00
2022,3,7,23,37,18,2022-03-07 23:37:00
2022,3,7,23,38,18,2022-03-07 23:38:00
2022,3,7,23,39,18,2022-03-07 23:39:00
2022,3,7,23,40,17,2022-03-07 23:40:00
2022,3,7,23,41,17,2022-03-07 23:41:00
2022,3,7,23,42,17,2022-03-07 23:42:00
2022,3,7,23,43,17,2022-03-07 23:43:00
2022,3,7,23,44,17,2022-03-07 23:44:00
2022,3,7,23,45,17,2022-03-07 23:45:00
2022,3,7,23,46,17,2022-03-07 23:46:00
2022,3,7,23,47,17,2022-03-07 23:47:00
2022,3,7,23,48,17,2022-03-07 23:48:00
2022,3,7,23,49,17,2022-03-07 23:49:00
2022,3,7,23,50,17,2022-03-07 23:50:00
2022,3,7,23,51,17,2022-03-07 23:51:00
2022,3,7,23,52,17,2022-03-07 23:52:00
2022,3,7,23,53,17,2022-03-07 23:53:00
2022,3,7,23,54,17,2022-03-07 23:54:00
2022,3,7,23,55,17,2022-03-07 23:55:00
2022,3,7,23,56,17,2022-03-07 23:56:00
2022,3,7,23,57,17,2022-03-07 23:57:00
2022,3,7,23,58,17,2022-03-07 23:58:00
2022,3,7,23,59,17,2022-03-07 23:59:00
2022,3,8,0,0,17,2022-03-08 00:00:00
2022,3,8,0,1,17,2022-03-08 00:01:00
2022,3,8,0,2,17,2022-03-08 00:02:00
2022,3,8,0,3,17,2022-03-08 00:03:00
2022,3,8,0,4,17,2022-03-08 00:04:00
2022,3,8,0,5,17,2022-03-08 00:05:00
2022,3,8,0,6,18,2022-03-08 00:06:00
2022,3,8,0,7,18,2022-03-08 00:07:00
2022,3,8,0,8,18,2022-03-08 00:08:00
2022,3,8,0,9,18,2022-03-08 00:09:00
2022,3,8,0,10,18,2022-03-08 00:10:00
2022,3,8,0,11,18,2022-03-08 00:11:00
2022,3,8,0,12,18,2022-03-08 00:12:00
2022,3,8,0,13,18,2022-03-08 00:13:00
2022,3,8,0,14,18,2022-03-08 00:14:00
2022,3,8,0,15,18,2022-03-08 00:15:00
2022,3,8,0,16,18,2022-03-08 00:16:00
2022,3,8,0,17,18,2022-03-08 00:17:00
2022,3,8,0,18,18,2022-03-08 00:18:00
2022,3,8,0,19,18,2022-03-08 00:19:00
2022,3,8,0,20,17,2022-03-08 00:20:00
2022,3,8,0,21,17,2022-03-08 00:21:00
2022,3,8,0,22,17,2022-03-08 00:22:00
2022,3,8,0,23,17,2022-03-08 00:23:00
2022,3,8,0,24,17,2022-03-08 00:24:00
2022,3,8,0,25,17,2022-03-08 00:25:00
2022,3,8,0,26,17,2022-03-08 00:26:00
2022,3,8,0,27,17,2022-03-08 00:27:00
2022,3,8,0,28,17,2022-03-08 00:28:00
2022,3,8,0,29,17,2022-03-08 00:29:00
2022,3,8,0,30,17,2022-03-08 00:30:00
2022,3,8,0,31,17,2022-03-08 00:31:00
2022,3,8,0,32,17,2022-03-08 00:32:00
2022,3,8,0,33,17,2022-03-08 00:33:00
2022,3,8,0,34,17,2022-03-08 00:34:00
2022,3,8,0,35,17,2022-03-08 00:35:00
2022,3,8,0,36,17,2022-03-08 00:36:00
2022,3,8,0,37,17,2022-03-08 00:37:00
2022,3,8,0,38,17,2022-03-08 00:38:00
2022,3,8,0,39,17,2022-03-08 00:39:00
2022,3,8,0,40,18,2022-03-08 00:40:00
2022,3,8,0,41,18,2022-03-08 00:41:00
2022,3,8,0,42,18,2022-03-08 00:42:00
2022,3,8,0,43,18,2022-03-08 00:43:00
2022,3,8,0,44,18,2022-03-08 00:44:00
2022,3,8,0,45,18,2022-03-08 00:45:00
2022,3,8,0,46,18,2022-03-08 00:46:00
2022,3,8,0,47,18,2022-03-08 00:47:00
2022,3,8,0,48,18,2022-03-08 00:48:00
2022,3,8,0,49,18,2022-03-08 00:49:00
2022,3,8,0,50,17,2022-03-08 00:50:00
2022,3,8,0,51,17,2022-03-08 00:51:00
2022,3,8,0,52,17,2022-03-08 00:52:00
2022,3,8,0,53,17,2022-03-08 00:53:00
2022,3,8,0,54,17,2022-03-08 00:54:00
2022,3,8,0,55,17,2022-03-08 00:55:00
2022,3,8,0,56,17,2022-03-08 00:56:00
2022,3,8,0,57,17,2022-03-08 00:57:00
2022,3,8,0,58,17,2022-03-08 00:58:00
2022,3,8,0,59,17,2022-03-08 00:59:00
2022,3,8,1,0,17,2022-03-08 01:00:00
2022,3,8,1,1,17,2022-03-08 01:01:00
2022,3,8,1,2,17,2022-03-08 01:02:00
2022,3,8,1,3,17,2022-03-08 01:03:00
2022,3,8,1,4,17,2022-03-08 01:04:00
2022,3,8,1,5,17,2022-03-08 01:05:00
2022,3,8,1,6,17,2022-03-08 01:06:00
2022,3,8,1,7,17,2022-03-08 01:07:00
2022,3,8,1,8,17,2022-03-08 01:08:00
2022,3,8,1,9,17,2022-03-08 01:09:00
2022,3,8,1,10,17,2022-03-08 01:10:00
2022,3,8,1,11,17,2022-03-08 01:11:00
2022,3,8,1,12,17,2022-03-08 01:12:00
2022,3,8,1,13,17,2022-03-08 01:13:00
2022,3,8,1,14,18,2022-03-08 01:14:00
2022,3,8,1,15,18,2022-03-08 01:15:00
2022,3,8,1,16,18,2022-03-08 01:16:00
2022,3,8,1,17,18,2022-03-08 01:17:00
2022,3,8,1,18,18,2022-03-08 01:18:00
2022,3,8,1,19,18,2022-03-08 01:19:00
2022,3,8,1,20,17,2022-03-08 01:20:00
2022,3,8,1,21,17,2022-03-08 01:21:00
2022,3,8,1,22,17,2022-03-08 01:22:00
2022,3,8,1,23,17,2022-03-08 01:23:00
2022,3,8,1,24,17,2022-03-08 01:24:00
2022,3,8,1,25,17,2022-03-08 01:25:00
2022,3,8,1,26,17,2022-03-08 01:26:00
2022,3,8,1,27,17,2022-03-08 01:27:00
2022,3,8,1,28,17,2022-03-08 01:28:00
2022,3,8,1,29,17,2022-03-08 01:29:00
2022,3,8,1,30,17,2022-03-08 01:30:00
2022,3,8,1,31,17,2022-03-08 01:31:00
2022,3,8,1,32,17,2022-03-08 01:32:00
2022,3,8,1,33,17,2022-03-08 01:33:00
2022,3,8,1,34,17,2022-03-08 01:34:00
2022,3,8,1,35,17,2022-03-08 01:35:00
2022,3,8,1,36,17,2022-03-08 01:36:00
2022,3,8,1,37,17,2022-03-08 01:37:00
2022,3,8,1,38,17,2022-03-08 01:38:00
2022,3,8,1,39,17,2022-03-08 01:39:00
2022,3,8,1,40,17,2022-03-08 01:40:00
2022,3,8,1,41,17,2022-03-08 01:41:00
2022,3,8,1,42,17,2022-03-08 01:42:00
2022,3,8,1,43,17,2022-03-08 01:43:00
2022,3,8,1,44,17,2022-03-08 01:44:00
2022,3,8,1,45,17,2022-03-08 01:45:00
2022,3,8,1,46,17,2022-03-08 01:46:00
2022,3,8,1,47,17,2022-03-08 01:47:00
2022,3,8,1,48,17,2022-03-08 01:48:00
2022,3,8,1,49,18,2022-03-08 01:49:00
2022,3,8,1,50,18,2022-03-08 01:50:00
2022,3,8,1,51,18,2022-03-08 01:51:00
2022,3,8,1,52,18,2022-03-08 01:52:00
2022,3,8,1,53,18,2022-03-08 01:53:00
2022,3,8,1,54,18,2022-03-08 01:54:00
2022,3,8,1,55,18,2022-03-08 01:55:00
2022,3,8,1,56,18,2022-03-08 01:56:00
2022,3,8,1,57,18,2022-03-08 01:57:00
2022,3,8,1,58,18,2022-03-08 01:58:00
2022,3,8,1,59,18,2022-03-08 01:59:00
2022,3,8,2,0,17,2022-03-08 02:00:00
2022,3,8,2,1,17,2022-03-08 02:01:00
2022,3,8,2,2,17,2022-03-08 02:02:00
2022,3,8,2,3,17,2022-03-08 02:03:00
2022,3,8,2,4,17,2022-03-08 02:04:00
2022,3,8,2,5,17,2022-03-08 02:05:00
2022,3,8,2,6,17,2022-03-08 02:06:00
2022,3,8,2,7,17,2022-03-08 02:07:00
2022,3,8,2,8,17,2022-03-08 02:08:00
2022,3,8,2,9,17,2022-03-08 02:09:00
2022,3,8,2,10,17,2022-03-08 02:10:00
2022,3,8,2,11,17,2022-03-08 02:11:00
2022,3,8,2,12,17,2022-03-08 02:12:00
2022,3,8,2,13,17,2022-03-08 02:13:00
2022,3,8,2,14,17,2022-03-08 02:14:00
2022,3,8,2,15,17,2022-03-08 02:15:00
2022,3,8,2,16,18,2022-03-08 02:16:00
2022,3,8,2,17,18,2022-03-08 02:17:00
2022,3,8,2,18,18,2022-03-08 02:18:00
2022,3,8,2,19,18,2022-03-08 02:19:00
2022,3,8,2,20,18,2022-03-08 02:20:00
2022,3,8,2,21,18,2022-03-08 02:21:00
2022,3,8,2,22,19,2022-03-08 02:22:00
2022,3,8,2,23,19,2022-03-08 02:23:00
2022,3,8,2,24,19,2022-03-08 02:24:00
2022,3,8,2,25,19,2022-03-08 02:25:00
2022,3,8,2,26,19,2022-03-08 02:26:00
2022,3,8,2,27,19,2022-03-08 02:27:00
2022,3,8,2,28,19,2022-03-08 02:28:00
2022,3,8,2,29,19,2022-03-08 02:29:00
2022,3,8,2,30,18,2022-03-08 02:30:00
2022,3,8,2,31,18,2022-03-08 02:31:00
2022,3,8,2,32,18,2022-03-08 02:32:00
2022,3,8,2,33,18,2022-03-08 02:33:00
2022,3,8,2,34,18,2022-03-08 02:34:00
2022,3,8,2,35,18,2022-03-08 02:35:00
2022,3,8,2,36,18,2022-03-08 02:36:00
2022,3,8,2,37,18,2022-03-08 02:37:00
2022,3,8,2,38,18,2022-03-08 02:38:00
2022,3,8,2,39,18,2022-03-08 02:39:00
2022,3,8,2,40,18,2022-03-08 02:40:00
2022,3,8,2,41,18,2022-03-08 02:41:00
2022,3,8,2,42,18,2022-03-08 02:42:00
2022,3,8,2,43,18,2022-03-08 02:43:00
2022,3,8,2,44,19,2022-03-08 02:44:00
2022,3,8,2,45,19,2022-03-08 02:45:00
2022,3,8,2,46,19,2022-03-08 02:46:00
2022,3,8,2,47,19,2022-03-08 02:47:00
